X value [cm⁻¹],IR Spectrum 18/O-PTIR (mV) [],IR Spectrum 17/O-PTIR (mV) [],IR Spectrum 16/O-PTIR (mV) [],IR Spectrum 15/O-PTIR (mV) [],IR Spectrum 14/O-PTIR (mV) [],IR Spectrum 13/O-PTIR (mV) [],IR Spectrum 12/O-PTIR (mV) [],IR Spectrum 11/O-PTIR (mV) [],IR Spectrum 10/O-PTIR (mV) []
987,52.1860542297363,94.1818084716797,115.717468261719,171.777847290039,130.831008911133,96.3688278198242,177.872314453125,49.2877426147461,41.921989440918
989,53.9152755737305,102.758987426758,114.112670898438,180.347778320313,137.466705322266,97.8711547851563,178.612701416016,49.8820991516113,43.9532051086426
991,57.9778060913086,109.820770263672,118.89079284668,185.142929077148,144.175384521484,101.826965332031,180.501571655273,52.5975189208984,46.5000152587891
993,61.1053085327148,113.194435119629,123.169364929199,185.835464477539,144.625518798828,105.251533508301,189.299453735352,54.6405868530273,50.332103729248
995,65.2700042724609,117.67594909668,131.127532958984,194.179138183594,152.318130493164,110.480529785156,188.74169921875,55.385311126709,51.8835716247559
997,70.8738403320313,130.505828857422,138.522979736328,199.201705932617,161.083648681641,116.870895385742,198.42887878418,57.8576698303223,55.9769554138184
999,75.9123001098633,139.554626464844,143.729064941406,202.884735107422,166.2822265625,121.186866760254,208.165710449219,60.3603019714355,62.7565383911133
1001,80.2592239379883,137.627197265625,156.283340454102,209.008605957031,172.424438476563,127.439750671387,208.750061035156,61.61376953125,66.1873321533203
1003,84.869873046875,147.53450012207,166.516082763672,209.655029296875,179.125930786133,134.246246337891,221.930923461914,64.4480972290039,67.2191162109375
1005,91.2959289550781,155.336715698242,177.06916809082,217.809509277344,187.538101196289,140.323120117188,230.630416870117,66.9337768554688,72.3009567260742
1007,98.8120269775391,159.456756591797,191.922576904297,226.965850830078,196.218124389648,148.105911254883,233.958587646484,69.8203964233398,77.4342880249023
1009,106.810546875,165.751174926758,203.425186157227,231.330993652344,204.494964599609,156.532440185547,245.600952148438,74.3838577270508,82.2716598510742
1011,115.62508392334,170.863861083984,220.853668212891,245.569000244141,215.277984619141,164.903137207031,251.886215209961,78.1319808959961,87.1862487792969
1013,127.424087524414,181.094421386719,236.538223266602,258.858642578125,225.623291015625,170.72607421875,258.232391357422,82.1199798583984,92.3898086547852
1015,139.197265625,187.753616333008,249.526992797852,271.504028320313,232.044372558594,176.47624206543,262.607513427734,86.98291015625,100.440170288086
1017,149.30192565918,194.070007324219,270.049682617188,285.983917236328,239.521942138672,179.556411743164,268.488372802734,94.9697875976563,101.791931152344
1019,157.559219360352,198.734466552734,286.134948730469,282.841186523438,246.456039428711,182.402206420898,280.268676757813,103.266761779785,105.38037109375
1021,166.800094604492,205.56591796875,300.679290771484,286.162994384766,250.912628173828,186.044998168945,287.083221435547,108.56729888916,111.774909973145
